;TotalTime;avg_complete_time;completed;group;group_user_id;puzzle;order
3. Rotate a Pyramid;7.26;7.34;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~54417fb66f18dc9566731e6f9033ba7c;3. Rotate a Pyramid;3.0
4. Match Silhouettes;7.0;7.04;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~54417fb66f18dc9566731e6f9033ba7c;4. Match Silhouettes;4.0
5. Removing Objects;2.08;2.14;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~54417fb66f18dc9566731e6f9033ba7c;5. Removing Objects;5.0
6. Stretch a Ramp;3.1;3.73;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~54417fb66f18dc9566731e6f9033ba7c;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.54;0.59;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~54417fb66f18dc9566731e6f9033ba7c;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;10.65;10.71;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~54417fb66f18dc9566731e6f9033ba7c;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;3.66;3.7;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~54417fb66f18dc9566731e6f9033ba7c;9. Scaling Round Objects;9.0
Square Cross-Sections;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~54417fb66f18dc9566731e6f9033ba7c;Square Cross-Sections;10.0
Bear Market;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~54417fb66f18dc9566731e6f9033ba7c;Bear Market;30.0
1. One Box;1.22;1.29;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bf76c066852c378feeaf64cbc6eef4f9;1. One Box;1.0
2. Separated Boxes;12.74;12.78;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bf76c066852c378feeaf64cbc6eef4f9;2. Separated Boxes;2.0
3. Rotate a Pyramid;1.63;1.71;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bf76c066852c378feeaf64cbc6eef4f9;3. Rotate a Pyramid;3.0
4. Match Silhouettes;1.75;1.88;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bf76c066852c378feeaf64cbc6eef4f9;4. Match Silhouettes;4.0
5. Removing Objects;4.95;1.58;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bf76c066852c378feeaf64cbc6eef4f9;5. Removing Objects;5.0
6. Stretch a Ramp;1.67;1.73;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bf76c066852c378feeaf64cbc6eef4f9;6. Stretch a Ramp;6.0
7. Max 2 Boxes;2.44;2.55;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bf76c066852c378feeaf64cbc6eef4f9;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bf76c066852c378feeaf64cbc6eef4f9;8. Combine 2 Ramps;8.0
1. One Box;0.71;0.7;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;1. One Box;1.0
2. Separated Boxes;1.11;1.16;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.5;0.54;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.65;0.77;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;4. Match Silhouettes;4.0
5. Removing Objects;0.53;0.53;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;5. Removing Objects;5.0
6. Stretch a Ramp;0.78;0.78;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.72;0.78;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;3.63;3.7;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;8.34;8.38;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;9. Scaling Round Objects;9.0
Square Cross-Sections;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;Square Cross-Sections;10.0
Bird Fez;2.17;2.17;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;Bird Fez;11.0
Pi Henge;2.4;2.45;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;Pi Henge;12.0
45-Degree Rotations;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;45-Degree Rotations;13.0
Pyramids are Strange;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;Pyramids are Strange;14.0
Tetromino;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;Tetromino;
Object Limits;9.61;3.16;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;Object Limits;16.0
Angled Silhouette;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;Angled Silhouette;18.0
Boxes Obscure Spheres;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;Boxes Obscure Spheres;15.0
Sugar Cones;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;Sugar Cones;19.0
Zzz;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~11f0815f430c98926be1961578f4e383;Zzz;26.0
1. One Box;1.3;1.51;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~7801d79b9626077d540a1788ce9d2031;1. One Box;1.0
2. Separated Boxes;0.77;1.06;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~7801d79b9626077d540a1788ce9d2031;2. Separated Boxes;2.0
3. Rotate a Pyramid;4.73;4.78;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~7801d79b9626077d540a1788ce9d2031;3. Rotate a Pyramid;3.0
4. Match Silhouettes;3.35;3.35;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~7801d79b9626077d540a1788ce9d2031;4. Match Silhouettes;4.0
Sandbox;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~7801d79b9626077d540a1788ce9d2031;Sandbox;
5. Removing Objects;2.1;2.15;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~7801d79b9626077d540a1788ce9d2031;5. Removing Objects;5.0
6. Stretch a Ramp;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~7801d79b9626077d540a1788ce9d2031;6. Stretch a Ramp;6.0
8. Combine 2 Ramps;2.37;2.32;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~7801d79b9626077d540a1788ce9d2031;8. Combine 2 Ramps;8.0
1. One Box;0.91;0.91;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;1. One Box;1.0
2. Separated Boxes;1.12;1.17;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.71;0.76;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;3. Rotate a Pyramid;3.0
4. Match Silhouettes;3.0;3.05;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;4. Match Silhouettes;4.0
5. Removing Objects;4.2;4.25;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;5. Removing Objects;5.0
6. Stretch a Ramp;1.15;1.2;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;6. Stretch a Ramp;6.0
7. Max 2 Boxes;3.69;3.74;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;6.07;6.11;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;1.06;1.1;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;9. Scaling Round Objects;9.0
Square Cross-Sections;2.85;2.9;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;Square Cross-Sections;10.0
Bird Fez;2.05;2.09;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;Bird Fez;11.0
Pi Henge;1.41;1.46;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;Pi Henge;12.0
45-Degree Rotations;1.45;1.54;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;45-Degree Rotations;13.0
Pyramids are Strange;1.2;1.27;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;Pyramids are Strange;14.0
Boxes Obscure Spheres;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~f7ce6e7ecd96412457901bd9e2409788;Boxes Obscure Spheres;15.0
1. One Box;1.54;1.54;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;1. One Box;1.0
2. Separated Boxes;1.18;1.25;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.5;0.56;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.98;1.02;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;4. Match Silhouettes;4.0
5. Removing Objects;3.17;3.21;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;5. Removing Objects;5.0
6. Stretch a Ramp;1.78;1.83;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;6. Stretch a Ramp;6.0
7. Max 2 Boxes;1.37;1.41;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;1.51;1.55;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;1.31;1.35;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;9. Scaling Round Objects;9.0
Square Cross-Sections;1.0;1.16;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Square Cross-Sections;10.0
Bird Fez;1.6;1.66;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Bird Fez;11.0
Pi Henge;1.42;1.46;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Pi Henge;12.0
45-Degree Rotations;2.1;2.15;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;45-Degree Rotations;13.0
Pyramids are Strange;6.47;16.18;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Pyramids are Strange;14.0
Boxes Obscure Spheres;4.68;3.42;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Boxes Obscure Spheres;15.0
Object Limits;1.33;1.71;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Object Limits;16.0
Tetromino;1.08;1.51;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Tetromino;
Angled Silhouette;2.52;2.63;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Angled Silhouette;18.0
Sugar Cones;1.17;1.38;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Sugar Cones;19.0
Stranger Shapes;5.21;5.27;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Stranger Shapes;20.0
Tall and Small;5.83;6.65;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Tall and Small;21.0
Bear Market;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Bear Market;30.0
Ramp Up and Can It;3.63;3.7;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Ramp Up and Can It;22.0
More Than Meets Your Eye;15.38;15.46;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;More Than Meets Your Eye;23.0
Not Bird;1.67;1.85;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bac28f12fa9332df145bc5950d29c5d4;Not Bird;24.0
1. One Box;2.05;1.99;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;1. One Box;1.0
2. Separated Boxes;1.71;1.78;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;2. Separated Boxes;2.0
3. Rotate a Pyramid;1.28;1.25;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;3. Rotate a Pyramid;3.0
4. Match Silhouettes;9.13;9.39;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;4. Match Silhouettes;4.0
5. Removing Objects;4.23;3.22;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;5. Removing Objects;5.0
6. Stretch a Ramp;3.08;3.2;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.76;0.85;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;2.81;3.09;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;1.37;1.41;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;9. Scaling Round Objects;9.0
Square Cross-Sections;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;Square Cross-Sections;10.0
Bird Fez;7.83;18.14;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;Bird Fez;11.0
Pi Henge;2.43;2.8;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;Pi Henge;12.0
45-Degree Rotations;13.18;13.23;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;45-Degree Rotations;13.0
Pyramids are Strange;3.19;3.22;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;Pyramids are Strange;14.0
Boxes Obscure Spheres;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~e6662110d004759d74de8f6a94dcf85a;Boxes Obscure Spheres;15.0
1. One Box;2.0;2.03;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~58f4734cf6b706ff75c516a60d6b5781;1. One Box;1.0
2. Separated Boxes;9.86;10.2;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~58f4734cf6b706ff75c516a60d6b5781;2. Separated Boxes;2.0
3. Rotate a Pyramid;2.95;3.01;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~58f4734cf6b706ff75c516a60d6b5781;3. Rotate a Pyramid;3.0
4. Match Silhouettes;1.41;1.46;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~58f4734cf6b706ff75c516a60d6b5781;4. Match Silhouettes;4.0
5. Removing Objects;2.93;0.32;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~58f4734cf6b706ff75c516a60d6b5781;5. Removing Objects;5.0
7. Max 2 Boxes;4.29;4.46;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~58f4734cf6b706ff75c516a60d6b5781;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;4.3;1.52;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~58f4734cf6b706ff75c516a60d6b5781;8. Combine 2 Ramps;8.0
6. Stretch a Ramp;0.54;0.6;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~58f4734cf6b706ff75c516a60d6b5781;6. Stretch a Ramp;6.0
9. Scaling Round Objects;1.0;1.62;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~58f4734cf6b706ff75c516a60d6b5781;9. Scaling Round Objects;9.0
Square Cross-Sections;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~58f4734cf6b706ff75c516a60d6b5781;Square Cross-Sections;10.0
Square Cross-Sections;2.53;2.48;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~3a614ffabbc581c7298ad2d92ab1d137;Square Cross-Sections;10.0
Bird Fez;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~3a614ffabbc581c7298ad2d92ab1d137;Bird Fez;11.0
Sandbox;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~3a614ffabbc581c7298ad2d92ab1d137;Sandbox;
Square Cross-Sections;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bfef85ef3bdfda5d39803c036e187cb3;Square Cross-Sections;10.0
Bird Fez;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bfef85ef3bdfda5d39803c036e187cb3;Bird Fez;11.0
Pi Henge;2.84;2.86;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bfef85ef3bdfda5d39803c036e187cb3;Pi Henge;12.0
45-Degree Rotations;1.75;1.87;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bfef85ef3bdfda5d39803c036e187cb3;45-Degree Rotations;13.0
Pyramids are Strange;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bfef85ef3bdfda5d39803c036e187cb3;Pyramids are Strange;14.0
Sandbox;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bfef85ef3bdfda5d39803c036e187cb3;Sandbox;
Bear Market;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~bfef85ef3bdfda5d39803c036e187cb3;Bear Market;30.0
1. One Box;0.27;0.36;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;1. One Box;1.0
2. Separated Boxes;1.67;1.87;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.83;0.92;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.51;0.57;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;4. Match Silhouettes;4.0
5. Removing Objects;0.56;0.66;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;5. Removing Objects;5.0
6. Stretch a Ramp;0.87;1.54;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.56;0.61;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;0.81;0.87;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;1.37;1.48;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;9. Scaling Round Objects;9.0
Square Cross-Sections;0.77;1.0;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;Square Cross-Sections;10.0
Bird Fez;1.02;1.19;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;Bird Fez;11.0
Pi Henge;1.13;1.09;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;Pi Henge;12.0
45-Degree Rotations;1.37;1.43;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;45-Degree Rotations;13.0
Pyramids are Strange;1.7;1.75;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;Pyramids are Strange;14.0
Boxes Obscure Spheres;4.33;4.37;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;Boxes Obscure Spheres;15.0
Object Limits;8.57;8.61;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;Object Limits;16.0
Tetromino;0.83;0.81;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;Tetromino;
Angled Silhouette;1.29;1.31;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;Angled Silhouette;18.0
Sugar Cones;1.46;2.34;1.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;Sugar Cones;19.0
More Than Meets Your Eye;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;More Than Meets Your Eye;23.0
Stranger Shapes;0.0;0.0;0.0;cb71040b5bd1341a34afc24961536ebd;cb71040b5bd1341a34afc24961536ebd~c43889e351f4bfee0ab575565214a1b1;Stranger Shapes;20.0
